name,severity,cloudProvider,targetNativeTypes,matcherTypes
IAM Group should not allow privilege escalation by action 'iam:UpdateLoginProfile',MEDIUM,AWS,group,TERRAFORM
Neptune Graph should be encrypted with customer-managed key,MEDIUM,AWS,neptune-graph#graph,CLOUD
Launch Configuration EBS should be encrypted,MEDIUM,AWS,,"TERRAFORM, ANSIBLE"
Lambda function should not be associated with a privileged role,HIGH,AWS,lambda,TERRAFORM
KMS key policy should not contain wildcard (*) principal,MEDIUM,AWS,,TERRAFORM
Application Load balancer Target group Healthcheck should be defined,MEDIUM,AWS,loadBalancerv2/application,TERRAFORM
Neptune Cluster encryption at rest should be enabled,MEDIUM,AWS,rds/AmazonNeptune/cluster,"CLOUD, TERRAFORM"
Ensure MWAA environment has worker logs enabled,MEDIUM,AWS,mwaa#environment,TERRAFORM
Redshift Snapshot should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
RDS MariaDB instance is not using an allowed engine version,INFORMATIONAL,AWS,rds/MariaDB/instance,CLOUD
Vulnerable Default SSL Certificate,HIGH,AWS,,ANSIBLE
Backup Plan Rule includes FSx resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
IAM Group should not allow privilege escalation by action 'iam:SetDefaultPolicyVersion',MEDIUM,AWS,group,TERRAFORM
RDS Instance performance insights should be encrypted with a customer-managed key,MEDIUM,AWS,"rds/AmazonAuroraMySQL/instance, rds/MariaDB/instance, rds/Oracle/instance, rds/Cluster/MySQL/instance, rds/AmazonAuroraPostgreSQL/instance, rds/Cluster/PostgreSQL/instance, rds/MySQL/instance, rds/MSSQLServer/instance, rds/PostgreSQL/instance",TERRAFORM
Athena Database encryption at rest should be enabled,MEDIUM,AWS,,TERRAFORM
SageMaker Notebook instance should allow only IMDSv2,MEDIUM,AWS,sagemaker#notebookinstanceupdated,TERRAFORM
Certificate RSA key bytes should not be lower than 256,MEDIUM,AWS,,"TERRAFORM, ANSIBLE"
Image Recipe EBS Disk should be encrypted with customer-managed key,MEDIUM,AWS,,TERRAFORM
IAM User should not allow privilege escalation by action 'iam:AttachUserPolicy',MEDIUM,AWS,user,TERRAFORM
Keyspaces Table should be encrypted with customer-managed key,MEDIUM,AWS,cassandra/table,TERRAFORM
AMI should not be shared with multiple accounts,MEDIUM,AWS,ami,"TERRAFORM, ANSIBLE"
"IAM Group should not allow privilege escalation by actions 'lambda:CreateFunction', 'iam:PassRole' and 'lambda:InvokeFunction'",MEDIUM,AWS,group,TERRAFORM
Global Accelerator flow logs should be enabled,LOW,AWS,,TERRAFORM
Directory Service Microsoft AD password set should not be plaintext or default ref,MEDIUM,AWS,,CLOUD_FORMATION
Lambda function Access Keys should not be hardcoded,MEDIUM,AWS,lambda,"TERRAFORM, CLOUD_FORMATION, ANSIBLE"
CloudWatch Alarm should monitor security groups,MEDIUM,AWS,metricfilteralarm,TERRAFORM
Backup Plan Rule includes VMware virtual machine resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
DLM cross-region copy should be encrypted,MEDIUM,AWS,,TERRAFORM
Launch Template metadata response hop limit should be 1,LOW,AWS,launchtemplate,TERRAFORM
VPC NACL should not allow unrestricted SSH access,LOW,AWS,networkAcl,"CLOUD, TERRAFORM"
IAM Group should not allow privilege escalation by action 'iam:PutGroupPolicy',MEDIUM,AWS,group,TERRAFORM
Classic Load Balancer SSL certificate should be renewed at least 5 days before expiration,MEDIUM,AWS,loadBalancerv1,CLOUD
CloudTrail Log Files Not Encrypted With KMS,LOW,AWS,,ANSIBLE
Kinesis Video Stream should be encrypted with a customer managed key,MEDIUM,AWS,kinesisVideo,TERRAFORM
VPC should not be attached to multiple gateways,LOW,AWS,vpc,CLOUD_FORMATION
IAM Role should not allow privilege escalation by action 'iam:UpdateLoginProfile',MEDIUM,AWS,role,TERRAFORM
ECS Task definitions Execution Role ARN and the Task Role ARN should be different,MEDIUM,AWS,taskDefinition,TERRAFORM
"IAM Managed Policy AdministratorAccess should not be used by IAM roles, users, or groups",MEDIUM,AWS,,TERRAFORM
"IAM User should not allow privilege escalation by actions 'lambda:CreateFunction', 'iam:PassRole' and 'lambda:InvokeFunction'",MEDIUM,AWS,user,TERRAFORM
OpenSearch service should have the Log4j service software update,CRITICAL,AWS,elasticSearchService,CLOUD
IAM Password Without Lowercase Letter,MEDIUM,AWS,,ANSIBLE
Lambda function should not allow public actions via API Gateway,MEDIUM,AWS,lambda,"CLOUD_FORMATION, TERRAFORM, ANSIBLE"
S3 Bucket Logging Disabled,MEDIUM,AWS,,ANSIBLE
IAM Role should not allow privilege escalation by action 'iam:AttachRolePolicy',MEDIUM,AWS,role,TERRAFORM
MSK Cluster should not be publicly accessible,HIGH,AWS,kafka,"CLOUD, TERRAFORM, CLOUD_FORMATION"
EMR Cluster security configuration should be encrypted with EBS encryption,MEDIUM,AWS,ElasticMapReduce,TERRAFORM
Root Account Has Active Access Keys,HIGH,AWS,,ANSIBLE
Lambda Function should be configured with Dead Letter Queue (DLQ),LOW,AWS,lambda,TERRAFORM
IAM Role should not allow privilege escalation by action 'iam:PutRolePolicy',MEDIUM,AWS,role,TERRAFORM
RDS PostgreSQL cluster should be upgraded to protect against local file read vulnerability,HIGH,AWS,"rds/AmazonAuroraPostgreSQL/cluster, clusterpg","CLOUD, TERRAFORM"
WorkSpace operational state should be healthy,LOW,AWS,workspaces#workspace,CLOUD
ELB Using Weak Ciphers,HIGH,AWS,,ANSIBLE
EBS Snapshot Copy should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
CloudFront Logging Disabled,MEDIUM,AWS,,ANSIBLE
S3 Bucket Without Versioning,MEDIUM,AWS,,ANSIBLE
ECS Service Admin Role Is Present,HIGH,AWS,,ANSIBLE
IAM User should not allow privilege escalation by action 'iam:AttachRolePolicy',MEDIUM,AWS,user,TERRAFORM
Timestream database should be encrypted with customer-managed key,MEDIUM,AWS,timestream#database,TERRAFORM
AMI launch permissions should be limited to specific accounts,MEDIUM,AWS,ami,TERRAFORM
IAM Role should not allow privilege escalation by actions 'iam:UpdateAssumeRolePolicy' and 'sts:AssumeRole',MEDIUM,AWS,role,TERRAFORM
EC2 Group Has Public Interface,HIGH,AWS,,ANSIBLE
FSx Windows File System should be encrypted with a customer-managed key,MEDIUM,AWS,fsxFileSystemWindows,TERRAFORM
SageMaker Flow Definition output configurations should be encrypted,MEDIUM,AWS,,TERRAFORM
CloudFormation Stack should have a template,MEDIUM,AWS,cloudformation#stack,"ANSIBLE, TERRAFORM"
IAM Role should not allow privilege escalation by action 'iam:PutUserPolicy',MEDIUM,AWS,role,TERRAFORM
Amplify App access token should not be exposed,MEDIUM,AWS,,CLOUD_FORMATION
ECS Service security group should not allow unrestricted access,HIGH,AWS,ecs#service,CLOUD_FORMATION
RDS PostgreSQL cluster 'debug_pretty_print' parameter should be enabled,LOW,AWS,"rds/AmazonAuroraPostgreSQL/cluster, clusterpg","CLOUD, TERRAFORM"
IAM Group should not allow privilege escalation by action 'iam:AttachUserPolicy',MEDIUM,AWS,group,TERRAFORM
IAM User should not allow privilege escalation by action 'iam:PutUserPolicy',MEDIUM,AWS,user,TERRAFORM
VPC peering connection should not be overly permissive,MEDIUM,AWS,vpc,"CLOUD, TERRAFORM"
DocumentDB Cluster encryption at rest should be enabled,MEDIUM,AWS,rds/AmazonDocDB/cluster,"CLOUD, TERRAFORM"
Amazon Connect chat transcript data storage should be encrypted,MEDIUM,AWS,connect#instance,CLOUD
MariaDB instance should be encrypted in transit,MEDIUM,AWS,rds/MariaDB/instance,CLOUD
Appsync API Cache encryption in transit should be enabled,MEDIUM,AWS,,TERRAFORM
S3 Bucket Allows Delete Action From All Principals,HIGH,AWS,,ANSIBLE
S3 Bucket With Public Access,MEDIUM,AWS,,ANSIBLE
EMR cluster should have a security configuration,MEDIUM,AWS,ElasticMapReduce,"CLOUD, CLOUD_FORMATION, TERRAFORM"
Neptune DB Cluster Snapshot should not be public,HIGH,AWS,rds#clustersnapshot,CLOUD
REST API Gateway stage should be associated with a usage plan,LOW,AWS,apiGateway,"CLOUD_FORMATION, TERRAFORM"
IAM Identity Center Permission set should not be overly premissive,HIGH,AWS,,TERRAFORM
RDS DB Instance Publicly Accessible,HIGH,AWS,,ANSIBLE
ElastiCache Redis should have auto minor version upgrade enabled,MEDIUM,AWS,elastiCache/Redis/cluster,"CLOUD, TERRAFORM"
Private ECR Repository policy should not allow all principals,MEDIUM,AWS,repository,"ANSIBLE, CLOUD_FORMATION, TERRAFORM"
DocumentDB Cluster deletion protection should be enabled,MEDIUM,AWS,rds/AmazonDocDB/cluster,"CLOUD, TERRAFORM"
FSx for Lustre file system should be encrypted with a customer managed Key,MEDIUM,AWS,fsxFileSystemLustre,TERRAFORM
Amazon Connect call recordings data storage should be encrypted,MEDIUM,AWS,connect#instance,CLOUD
CodeGuru Reviewer repository association should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
ECS Cluster should have execution commands logging enabled,MEDIUM,AWS,ecs,TERRAFORM
Directory Service Simple AD password should not be exposed,MEDIUM,AWS,,CLOUD_FORMATION
